,Domain,Phylum,Class,Order,Family,Genus
ASV_3710,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Unclassified
ASV_3934,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Unclassified
ASV_3940,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Unclassified
ASV_4015,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Unclassified
ASV_4031,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Rubrivirga
ASV_4052,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Unclassified
ASV_4119,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Unclassified
ASV_111,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV_282,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV_303,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,FFCH9454,Unclassified
ASV_376,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Unclassified,Unclassified
ASV_985,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV_1024,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,Unclassified
ASV_1095,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,Unclassified
ASV_1113,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Unclassified,Unclassified
ASV_1149,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV_1187,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Unclassified
ASV_1227,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Unclassified
ASV_1247,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Unclassified
ASV_1353,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV_1531,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,Unclassified
ASV_1604,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV_1692,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,KD3-93,Unclassified
ASV_1766,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV_1836,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,Unclassified
ASV_1997,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,Unclassified
ASV_2004,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV_2172,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,Unclassified
ASV_2247,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,Unclassified
ASV_2298,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV_2326,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV_2416,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Unclassified,Unclassified
ASV_2629,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,Unclassified
ASV_2802,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Unclassified,Unclassified
ASV_2934,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,Unclassified
ASV_3020,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,FFCH9454,Unclassified
ASV_3099,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Unclassified,Unclassified
ASV_3223,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,Unclassified
ASV_3303,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,Unclassified
ASV_3314,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV_3331,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV_3395,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Unclassified,Unclassified
ASV_3402,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,Unclassified
ASV_3403,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV_3408,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,KD3-93,Unclassified
ASV_3414,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Unclassified
ASV_3499,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Unclassified,Unclassified
ASV_3514,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,Unclassified
ASV_3618,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,Unclassified
ASV_3790,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,Unclassified
ASV_3800,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,Unclassified
ASV_3879,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium
ASV_3891,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,Unclassified
ASV_3997,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,Unclassified
ASV_4058,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,Unclassified
ASV_4128,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
ASV_4142,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,Unclassified
ASV_4222,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Unclassified,Unclassified
ASV_4266,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,Unclassified
ASV_760,Bacteria,Bacteroidota,Bacteroidia,Unclassified,Unclassified,Unclassified
ASV_788,Bacteria,Bacteroidota,SJA-28,Unclassified,Unclassified,Unclassified
ASV_953,Bacteria,Bacteroidota,SJA-28,Unclassified,Unclassified,Unclassified
ASV_1058,Bacteria,Bacteroidota,SJA-28,Unclassified,Unclassified,Unclassified
ASV_2367,Bacteria,Bacteroidota,SJA-28,Unclassified,Unclassified,Unclassified
ASV_2389,Bacteria,Bacteroidota,SJA-28,Unclassified,Unclassified,Unclassified
ASV_2803,Bacteria,Bacteroidota,Unclassified,Unclassified,Unclassified,Unclassified
ASV_3367,Bacteria,Bacteroidota,Bacteroidia,Unclassified,Unclassified,Unclassified
ASV_3417,Bacteria,Bacteroidota,Bacteroidia,Unclassified,Unclassified,Unclassified
ASV_3516,Bacteria,Bacteroidota,Unclassified,Unclassified,Unclassified,Unclassified
ASV_3595,Bacteria,Bacteroidota,Bacteroidia,Unclassified,Unclassified,Unclassified
ASV_3608,Bacteria,Bacteroidota,Bacteroidia,Unclassified,Unclassified,Unclassified
ASV_3645,Bacteria,Bacteroidota,Bacteroidia,Unclassified,Unclassified,Unclassified
ASV_3952,Bacteria,Bacteroidota,Bacteroidia,Unclassified,Unclassified,Unclassified
ASV_3956,Bacteria,Bacteroidota,Bacteroidia,Unclassified,Unclassified,Unclassified
ASV_4158,Bacteria,Bacteroidota,Bacteroidia,Unclassified,Unclassified,Unclassified
ASV_4485,Bacteria,Bacteroidota,Bacteroidia,Unclassified,Unclassified,Unclassified
ASV_4624,Bacteria,Bacteroidota,Bacteroidia,Unclassified,Unclassified,Unclassified
ASV_4648,Bacteria,Bacteroidota,Bacteroidia,Unclassified,Unclassified,Unclassified
ASV_4656,Bacteria,Bacteroidota,Bacteroidia,Unclassified,Unclassified,Unclassified
ASV_1320,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,Unclassified,Unclassified
ASV_1644,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,Unclassified,Unclassified
ASV_1870,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,Unclassified,Unclassified
ASV_2079,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,Unclassified,Unclassified
ASV_2626,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,Unclassified,Unclassified
ASV_2885,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,Unclassified,Unclassified
ASV_3005,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,Unclassified,Unclassified
ASV_3030,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,Unclassified,Unclassified
ASV_3138,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,Unclassified,Unclassified
ASV_3151,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,Unclassified,Unclassified
ASV_3317,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,Unclassified,Unclassified
ASV_3340,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,Unclassified,Unclassified
ASV_3675,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,Unclassified,Unclassified
ASV_3805,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,Unclassified,Unclassified
ASV_3890,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,Unclassified,Unclassified
ASV_4105,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,Unclassified,Unclassified
ASV_4131,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,Unclassified,Unclassified
ASV_4135,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,Unclassified,Unclassified
ASV_4140,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,Unclassified,Unclassified
ASV_4511,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,Unclassified,Unclassified
ASV_4723,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,Unclassified,Unclassified
ASV_4051,Bacteria,Bdellovibrionota,Oligoflexia,053A03-B-DI-P58,Unclassified,Unclassified
ASV_346,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Unclassified
ASV_732,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Unclassified
ASV_1178,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
ASV_1342,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
ASV_1343,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
ASV_1489,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Unclassified
ASV_1661,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Halobacteriovorax
ASV_1697,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
ASV_1785,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Unclassified
ASV_1796,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Unclassified
ASV_2111,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
ASV_2120,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
ASV_2226,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Unclassified
ASV_2270,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Unclassified
ASV_2369,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
ASV_2413,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
ASV_2443,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
ASV_2469,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
ASV_2602,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Unclassified
ASV_2912,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
ASV_2983,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Unclassified
ASV_3082,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
ASV_3186,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Unclassified
ASV_3187,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
ASV_3392,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Bacteriovorax
ASV_3578,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
ASV_3661,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
ASV_3720,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
ASV_3843,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
ASV_4153,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
ASV_4228,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Unclassified
ASV_4322,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
ASV_4372,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Unclassified
ASV_4494,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Unclassified
ASV_4526,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
ASV_4672,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Unclassified
ASV_1332,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_1755,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_1795,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_1798,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_2030,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_2084,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_2148,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_2265,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_2488,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_2597,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_2703,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_2704,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_2769,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_2899,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_3006,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_3008,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_3019,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_3022,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_3036,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_3038,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_3040,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_3079,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_3102,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_3129,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_3190,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_3211,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_3229,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_3253,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_3269,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_3272,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_3318,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV_3319,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV_3345,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_3360,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_3365,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_3469,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_3498,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_3623,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_3766,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_3822,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_3887,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_3944,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_3958,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_3960,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_4028,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_4104,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_4144,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_4282,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_4416,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_4677,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV_1656,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_1658,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_1944,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_1951,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_2032,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_2155,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_2340,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_2385,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_2433,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_2502,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_2512,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexales_fa,Oligoflexus
ASV_2527,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_2533,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_2688,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_2752,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_2800,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_2917,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_2969,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_3047,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_3134,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexales_fa,Pseudobacteriovorax
ASV_3200,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_3342,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_3370,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_3386,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_3433,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexales_fa,Oligoflexus
ASV_3580,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_3592,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_3712,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_3767,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_3899,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_3925,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_3965,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_3967,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_3985,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_4099,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_4321,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_4338,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_4370,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_4435,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_4525,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexales_fa,Pseudobacteriovorax
ASV_4540,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_4583,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_4602,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_4679,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Unclassified,Unclassified
ASV_1611,Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,Unclassified
ASV_3375,Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,Silvanigrella
ASV_3440,Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,Candidatus_Turbabacter
ASV_3519,Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,Silvanigrella
ASV_3693,Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,Unclassified
ASV_3733,Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,Unclassified
ASV_4244,Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,Unclassified
ASV_4279,Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,Silvanigrella
