,CE1,CE2,CE3,CE4,CE161,CE162,CE163,CE164,CE165,JWM1,JWM2,JWM3,JWM4,NH1,NH2,NH3,NH4,NH5,TV0170,TV0422,TV0426,TV0437
ASV_1481,0,0,0,0,0,0,0,0,0,4,5,3,2,0,0,0,0,0,0,0,4,9
ASV_1482,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,34,0,14,8
ASV_1483,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ASV_1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,56
ASV_1485,1,1,4,1,1,2,7,1,0,0,0,0,0,3,4,15,16,2,0,0,0,0
ASV_1486,3,6,3,6,6,6,10,4,0,0,0,0,0,2,7,0,2,3,0,0,0,0
ASV_1487,2,4,5,17,7,5,5,2,1,0,1,0,0,0,1,0,1,6,0,0,1,0
ASV_1488,1,4,3,4,10,7,3,3,1,0,0,0,0,3,3,8,3,5,0,0,0,0
ASV_1489,2,3,1,1,3,1,5,8,1,0,0,0,0,0,7,2,20,4,0,0,0,0
ASV_1490,1,0,1,1,0,1,0,0,0,0,0,0,0,6,11,14,15,8,0,0,0,0
ASV_1491,0,1,0,2,1,0,4,0,0,0,0,0,0,5,8,15,14,8,0,0,0,0
ASV_1492,0,6,12,1,3,5,10,9,11,0,0,0,0,0,0,0,0,1,0,0,0,0
ASV_1493,0,0,0,0,0,0,0,1,0,2,1,5,1,0,0,0,0,0,0,0,0,1
ASV_1494,0,0,0,0,0,0,0,0,2,0,0,0,0,14,8,10,4,20,0,0,0,0
ASV_1495,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,2,3,8
ASV_1496,0,0,0,0,0,0,0,0,0,18,10,13,7,0,0,0,0,0,0,0,0,0
ASV_1497,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,3,9
ASV_1498,0,0,0,0,0,0,0,0,0,3,1,1,3,0,0,0,0,0,0,0,48,0
ASV_1499,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,12,1
ASV_1500,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,32,0
ASV_1501,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,21,9,13,0,0,0,0
ASV_1502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV_1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21,19
ASV_1505,6,3,13,12,0,7,0,0,0,0,0,0,0,2,1,3,4,6,0,0,0,0
ASV_1506,1,0,1,3,2,2,5,0,0,0,0,0,0,5,9,9,10,10,0,0,0,0
ASV_1507,3,1,1,26,3,9,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1508,0,1,0,0,0,1,2,0,0,0,0,0,0,7,6,17,9,14,0,0,0,0
ASV_1509,0,5,4,0,7,2,8,8,2,0,0,0,0,0,7,3,4,7,0,0,0,0
ASV_1510,0,2,1,4,0,3,1,0,0,0,0,0,0,8,12,6,3,17,0,0,0,0
ASV_1511,0,5,16,7,2,5,8,5,5,0,0,0,0,1,3,0,0,0,0,0,0,0
ASV_1512,0,0,0,0,0,0,0,0,0,15,17,12,13,0,0,0,0,0,0,0,0,0
ASV_1513,0,0,0,0,0,0,0,0,0,25,15,2,10,0,0,0,0,0,0,0,1,1
ASV_1514,0,0,0,0,0,0,0,0,0,3,29,25,0,0,0,0,0,0,0,0,0,0
ASV_1515,0,0,0,0,0,0,0,0,0,5,3,5,4,0,0,0,0,0,0,0,0,1
ASV_1516,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ASV_1517,0,0,0,0,0,0,0,0,0,3,5,3,1,0,0,0,0,0,0,0,32,1
ASV_1518,0,0,0,0,0,0,0,0,0,20,5,15,17,0,0,0,0,0,0,0,0,0
ASV_1519,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,18,0,20,3
ASV_1520,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,28
ASV_1521,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
ASV_1522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10
ASV_1524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,29
ASV_1525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1
ASV_1526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
ASV_1527,2,1,4,7,2,2,5,0,0,0,0,0,0,0,6,7,7,13,0,0,0,0
ASV_1528,3,6,4,2,12,10,4,12,2,0,0,0,0,0,1,0,0,0,0,0,0,0
ASV_1529,2,5,1,3,1,0,2,0,0,0,2,1,2,2,4,5,7,8,0,0,1,0
ASV_1530,2,9,1,0,4,4,6,17,10,0,0,0,0,0,0,0,2,1,0,0,0,0
ASV_1531,0,0,0,0,0,0,0,0,0,13,1,15,15,0,0,0,0,0,0,0,1,0
ASV_1532,0,0,0,0,0,0,0,0,0,14,18,10,7,0,0,1,0,0,1,0,1,0
ASV_1533,0,0,0,0,0,0,0,0,0,1,0,1,50,0,0,0,0,0,0,0,0,0
ASV_1534,0,0,0,0,0,0,0,0,0,9,9,5,2,0,0,0,0,0,0,0,1,0
ASV_1535,0,0,0,0,0,0,0,0,0,5,11,17,14,0,0,0,0,0,0,0,6,0
ASV_1536,0,0,0,0,0,0,0,0,0,6,9,3,5,0,0,0,0,0,0,0,2,10
ASV_1537,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ASV_1538,0,0,0,0,0,0,0,0,0,0,23,6,6,0,0,0,0,0,0,0,0,1
ASV_1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,6
ASV_1540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0
ASV_1541,5,3,3,27,5,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1542,2,9,10,3,4,8,5,11,2,0,0,0,0,0,1,0,0,0,0,0,0,0
ASV_1543,1,2,13,4,4,5,8,5,5,0,0,0,0,0,3,0,5,0,0,0,0,0
ASV_1544,7,4,13,8,1,11,3,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ASV_1545,7,6,8,7,4,5,3,1,3,0,0,0,0,0,2,0,1,8,0,0,0,0
ASV_1546,3,1,6,6,2,2,0,1,0,0,0,0,0,6,6,1,11,10,0,0,0,0
ASV_1547,1,4,2,5,6,0,4,0,0,0,0,0,0,2,6,4,10,11,0,0,0,0
ASV_1548,0,4,12,4,11,6,6,4,3,0,0,0,0,0,1,0,2,2,0,0,0,0
ASV_1549,0,1,0,4,2,0,0,0,0,0,0,0,0,2,12,7,10,17,0,0,0,0
ASV_1550,0,3,11,2,11,12,12,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0
ASV_1551,0,0,0,0,1,0,1,0,0,0,0,0,0,7,4,0,16,26,0,0,0,0
ASV_1552,0,0,3,1,1,0,2,0,0,0,0,0,0,2,14,2,17,12,0,0,0,0
ASV_1553,0,0,0,1,0,1,1,0,1,0,0,0,0,3,10,11,13,14,0,0,0,0
ASV_1554,0,0,0,1,0,0,0,0,0,4,10,11,7,0,1,0,0,0,0,0,0,15
ASV_1555,0,0,0,0,0,0,0,0,0,14,14,15,12,0,0,0,0,0,0,0,0,0
ASV_1556,0,0,0,0,0,0,0,0,0,1,10,7,3,0,1,1,0,0,0,0,0,0
ASV_1557,0,0,0,0,0,0,0,0,0,15,1,11,2,0,0,0,0,0,16,0,0,3
ASV_1558,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,40
ASV_1559,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,2,0,0,0,0,0
ASV_1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
ASV_1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,3,0
ASV_1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,11
ASV_1563,13,18,18,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1564,2,1,1,1,1,1,1,0,0,0,0,0,0,8,11,7,19,1,0,0,0,0
ASV_1565,3,0,2,7,6,2,5,0,1,0,0,0,0,6,7,4,6,5,0,0,0,0
ASV_1566,4,2,10,14,3,6,3,0,6,0,0,0,0,3,0,0,1,1,0,0,0,0
ASV_1567,5,11,9,5,4,10,7,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
ASV_1568,1,1,1,2,1,0,1,0,0,0,0,0,0,14,6,8,8,9,0,0,0,1
ASV_1569,1,6,3,2,11,4,12,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1570,1,0,0,3,0,1,0,0,0,0,0,0,0,4,6,3,26,10,0,0,0,0
ASV_1571,7,3,6,6,2,12,1,0,0,0,0,0,0,1,5,0,11,0,0,0,0,0
ASV_1572,2,2,4,0,2,3,2,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1573,2,6,13,2,5,3,5,11,6,0,0,0,0,0,0,0,1,0,0,0,0,0
ASV_1574,2,2,1,1,2,2,6,1,1,0,0,1,0,2,10,5,10,8,0,0,0,0
ASV_1575,1,2,0,1,0,1,0,1,0,0,0,0,0,6,5,9,6,22,0,0,0,0
ASV_1576,2,4,1,1,0,2,0,0,3,0,0,0,0,9,10,4,15,3,0,0,0,0
ASV_1577,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,14,16,19,0,0,0,0
ASV_1578,0,5,3,0,1,0,1,0,0,0,0,0,0,10,10,8,5,11,0,0,0,0
ASV_1579,0,1,0,2,1,2,0,0,0,0,0,0,0,10,8,4,12,14,0,0,0,0
ASV_1580,0,0,0,0,0,0,0,0,0,2,7,7,37,0,0,0,0,0,0,0,0,0
ASV_1581,0,0,0,0,0,0,0,0,0,9,4,21,15,0,0,0,0,0,0,0,0,0
ASV_1582,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2
ASV_1583,0,0,0,0,0,0,0,0,0,8,12,19,8,0,0,0,0,0,2,0,2,2
ASV_1584,0,0,0,0,0,0,0,0,0,5,10,30,9,0,0,0,0,0,0,0,0,0
ASV_1585,0,0,0,0,0,0,0,0,0,13,10,11,9,0,1,2,0,0,0,0,2,0
ASV_1586,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,15
ASV_1587,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,40
ASV_1588,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52
ASV_1589,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
ASV_1590,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,15,14,9,0,0,0,0
ASV_1591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ASV_1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0
ASV_1593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,14
ASV_1594,3,7,18,11,3,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV_1595,1,4,7,7,5,4,12,5,2,0,0,0,0,1,1,0,3,1,0,0,0,0
ASV_1596,1,0,4,9,1,7,1,0,0,0,0,0,0,3,5,3,8,11,0,0,0,0
ASV_1597,4,1,7,1,0,2,1,0,0,0,0,0,0,4,12,5,8,8,0,0,0,0
ASV_1598,5,1,8,9,0,2,1,0,2,0,0,0,0,3,5,2,7,8,0,0,0,0
ASV_1599,0,1,0,1,0,0,0,0,0,7,3,6,0,0,0,0,0,0,0,0,1,6
ASV_1600,0,0,0,0,0,0,0,0,0,3,3,22,25,0,0,0,0,0,0,0,0,0
ASV_1601,0,0,0,0,0,0,0,0,0,31,9,6,2,0,0,0,0,0,0,0,0,0
ASV_1602,0,0,0,0,0,0,0,0,0,5,11,6,14,0,0,0,0,0,0,0,5,0
ASV_1603,0,0,0,0,0,0,0,0,0,13,11,17,9,0,0,0,0,0,0,0,0,0
ASV_1604,0,0,0,0,0,0,0,0,0,15,20,9,8,0,0,0,0,0,0,0,0,0
ASV_1605,0,0,0,0,0,0,0,0,0,2,14,5,13,0,0,0,1,0,0,0,0,0
ASV_1606,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,4,0,22,12
ASV_1607,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,25,1,6,4
ASV_1608,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,25
ASV_1609,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,13,9,13,0,0,0,0
ASV_1610,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,17,4,28,0,0,0,0
ASV_1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50
ASV_1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0
ASV_1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27
ASV_1614,1,0,1,4,0,0,1,0,0,0,0,0,1,1,11,5,17,10,0,0,0,0
ASV_1615,1,4,5,0,1,2,0,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1616,1,1,1,0,2,6,2,0,0,0,0,0,0,2,3,10,10,14,0,0,0,0
ASV_1617,0,0,0,0,0,0,1,0,0,3,7,1,1,0,0,0,0,0,0,0,0,0
ASV_1618,0,0,0,0,0,0,0,0,0,14,15,14,9,0,0,0,0,0,0,0,0,0
ASV_1619,0,0,0,0,0,0,0,0,0,7,0,33,3,0,0,0,0,0,0,0,6,0
ASV_1620,0,0,0,0,0,0,0,0,0,2,5,13,1,0,0,0,0,0,5,0,1,0
ASV_1621,0,0,0,0,0,0,0,0,0,6,15,9,5,0,0,0,0,0,0,0,0,11
ASV_1622,0,0,0,0,0,0,0,0,0,21,8,9,10,0,0,0,0,0,0,0,0,0
ASV_1623,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,2,2,6,5
ASV_1624,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
ASV_1625,0,0,0,0,0,0,0,0,0,0,12,27,7,0,0,0,0,0,0,0,1,2
ASV_1626,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,49
ASV_1627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,5,12
ASV_1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,40
ASV_1629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,49
ASV_1630,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,47,1,0,0,0,0,0
ASV_1631,2,0,6,0,0,12,11,3,4,0,0,0,1,0,1,4,3,4,0,0,0,0
ASV_1632,3,0,12,3,1,4,3,0,0,0,0,0,0,4,9,5,6,1,0,0,0,0
ASV_1633,1,0,0,0,3,2,0,0,0,0,0,1,2,3,7,10,7,11,0,0,0,0
ASV_1634,1,0,6,2,0,1,0,1,0,0,0,0,0,4,16,1,9,10,0,0,0,0
ASV_1635,5,12,10,3,4,5,1,1,7,0,0,0,0,0,2,1,0,0,0,0,0,0
ASV_1636,1,0,0,6,0,3,0,0,0,0,0,0,0,1,18,0,5,17,0,0,0,0
ASV_1637,1,1,2,2,1,2,0,0,3,0,0,0,0,8,5,8,14,3,0,0,0,0
ASV_1638,3,0,2,5,1,0,6,1,1,0,0,0,0,4,6,8,3,11,0,0,0,0
ASV_1639,3,5,7,12,5,8,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1640,3,2,1,14,0,1,0,0,0,0,0,0,0,1,12,0,8,8,0,0,0,0
ASV_1641,4,2,7,0,0,1,6,1,4,4,8,2,4,0,0,0,0,0,0,0,0,0
ASV_1642,0,1,4,2,3,5,0,1,0,0,0,0,0,10,7,8,8,2,0,0,0,0
ASV_1643,0,5,5,0,0,2,0,10,28,0,0,0,0,0,1,0,0,0,0,0,0,0
ASV_1644,0,0,2,5,0,1,1,0,0,0,0,0,0,1,9,9,10,2,0,0,0,0
ASV_1645,0,0,3,1,0,1,1,2,2,0,0,0,0,5,10,8,9,9,0,0,0,0
ASV_1646,0,0,0,3,0,0,0,0,0,0,0,0,0,4,6,14,12,10,0,0,0,2
ASV_1647,0,0,0,0,0,0,0,0,0,1,3,4,42,0,1,0,0,0,0,0,0,0
ASV_1648,0,0,0,0,0,0,0,0,0,6,27,6,11,0,0,0,0,0,0,0,0,0
ASV_1649,0,0,0,0,0,0,0,0,0,2,11,35,3,0,0,0,0,0,0,0,0,0
ASV_1650,0,0,0,0,0,0,0,0,0,0,4,31,14,0,0,0,0,0,0,0,0,2
ASV_1651,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,0,0,1
ASV_1652,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,47,0
ASV_1653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,12,0,0
ASV_1654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
ASV_1655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
ASV_1656,4,6,8,4,5,7,5,4,2,0,0,0,0,0,2,0,3,0,0,0,0,0
ASV_1657,1,11,2,1,3,7,4,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1658,1,1,3,3,1,1,0,0,1,0,0,0,0,1,1,10,17,9,0,0,0,1
ASV_1659,2,3,1,5,5,3,5,0,1,0,0,0,0,2,6,5,3,9,0,0,0,0
ASV_1660,1,0,2,1,2,4,6,0,0,0,0,0,0,1,6,19,1,7,0,0,0,0
ASV_1661,2,6,8,11,3,6,1,1,1,0,0,1,0,1,2,1,3,3,0,0,0,0
ASV_1662,0,2,1,2,0,3,0,0,0,0,0,0,0,3,3,7,21,8,0,0,0,0
ASV_1663,0,0,3,1,6,5,7,12,14,0,0,0,0,0,0,2,0,0,0,0,0,0
ASV_1664,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ASV_1665,0,0,0,0,0,0,0,0,0,1,2,19,2,0,0,0,0,0,0,0,0,0
ASV_1666,0,0,0,0,0,0,0,0,0,2,30,2,9,0,0,0,0,0,1,0,0,0
ASV_1667,0,0,0,0,0,0,0,0,0,3,11,32,4,0,0,0,0,0,0,0,0,0
ASV_1668,0,0,0,0,0,0,0,0,0,10,11,10,10,0,0,0,0,0,0,0,1,5
ASV_1669,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
ASV_1670,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0,0,12
ASV_1671,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,48
ASV_1672,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,45
ASV_1673,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,15,31
ASV_1674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36
ASV_1677,1,8,2,0,1,0,0,16,20,0,0,0,1,0,0,0,0,0,0,0,0,0
ASV_1678,1,0,0,3,0,0,0,0,0,0,0,0,0,6,12,7,3,17,0,0,0,0
ASV_1679,1,0,5,0,2,1,0,0,0,0,0,0,0,5,4,18,5,8,0,0,0,0
ASV_1680,2,3,0,0,1,1,2,5,2,0,0,0,0,3,12,8,6,4,0,0,0,0
ASV_1681,1,10,4,0,5,8,3,10,5,0,0,0,0,0,1,1,0,1,0,0,0,0
ASV_1682,1,5,0,0,2,1,1,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1683,6,1,4,6,3,4,1,2,1,0,0,2,1,2,4,1,8,2,0,0,0,0
ASV_1684,1,5,2,6,10,1,0,0,4,0,0,0,0,0,6,4,4,5,0,0,0,1
ASV_1685,2,1,0,4,2,1,2,0,0,0,0,0,0,3,9,1,13,11,0,0,0,0
ASV_1686,0,4,0,1,4,4,10,11,10,0,1,1,0,0,0,1,0,1,0,0,0,0
ASV_1687,0,2,0,0,0,0,1,0,0,0,0,0,0,7,9,8,7,15,0,0,0,0
ASV_1688,0,0,1,3,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5
ASV_1689,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,2,0
ASV_1690,0,0,0,0,0,0,0,0,0,4,2,2,2,0,0,0,0,0,13,9,0,2
ASV_1691,0,0,0,0,0,0,0,0,0,3,5,34,7,0,0,0,0,0,0,0,0,0
ASV_1692,0,0,0,0,0,0,0,0,0,1,4,2,3,1,0,1,0,0,0,0,2,31
ASV_1693,0,0,0,0,0,0,0,0,0,7,9,10,6,1,0,0,0,0,13,0,1,0
ASV_1694,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,42,1,0,0
ASV_1695,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,13,19
ASV_1696,4,0,10,1,6,8,5,1,0,0,1,0,0,1,3,1,3,4,0,0,0,0
ASV_1697,1,4,3,3,4,2,6,15,7,0,0,0,0,0,1,0,2,0,0,0,0,0
ASV_1698,1,1,6,0,0,1,0,1,0,0,1,0,0,6,8,4,12,7,0,0,0,0
ASV_1699,2,0,4,28,1,2,3,1,1,0,0,0,0,0,1,1,1,3,0,0,0,0
ASV_1700,1,4,0,1,7,2,10,5,10,1,0,0,0,1,1,0,4,0,0,0,0,0
ASV_1701,4,0,7,5,1,5,8,2,0,0,0,0,0,3,0,1,6,6,0,0,0,0
ASV_1702,2,4,0,5,3,1,0,4,6,0,0,0,0,3,3,9,3,5,0,0,0,0
ASV_1703,4,2,1,26,1,5,1,1,3,0,0,0,0,2,0,0,0,2,0,0,0,0
ASV_1704,2,0,0,0,1,1,1,0,0,2,1,1,4,0,0,0,0,0,0,0,0,0
ASV_1705,0,5,5,0,5,4,14,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1706,0,7,3,0,2,2,0,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_1707,0,1,0,1,2,1,0,10,0,0,1,0,3,8,10,3,6,1,0,0,1,0
ASV_1708,0,1,1,1,0,2,0,2,0,0,0,0,0,2,7,9,12,11,0,0,0,0
ASV_1709,0,0,0,0,0,0,1,6,31,0,0,0,0,4,1,2,0,2,0,0,0,1
ASV_1710,0,0,1,0,0,0,0,0,0,2,44,0,0,0,1,0,0,0,0,0,0,0
ASV_1711,0,0,0,0,0,0,0,0,0,5,13,10,3,1,0,0,0,0,0,0,5,4
ASV_1712,0,0,0,0,0,0,0,0,0,1,2,1,3,0,0,0,0,0,0,0,39,0
ASV_1713,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0
ASV_1714,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3
ASV_1715,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,7
ASV_1716,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,7,6
ASV_1717,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,30,8,0,0
ASV_1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,1
ASV_1719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3
ASV_1720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0
ASV_1721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
ASV_1722,3,0,0,9,1,3,0,0,0,0,0,0,0,3,3,9,10,6,0,0,0,0
ASV_1723,1,0,0,0,0,1,5,5,2,0,0,0,0,1,10,5,10,7,0,0,0,0
ASV_1724,2,10,16,7,1,5,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ASV_1725,1,1,0,5,5,1,5,1,0,0,0,0,0,2,5,4,10,7,0,0,0,0
ASV_1726,2,1,0,1,8,7,15,3,7,0,0,0,0,0,0,0,2,1,0,0,0,0
ASV_1727,2,0,1,4,2,3,11,4,14,0,1,0,0,0,0,0,0,5,0,0,0,0
ASV_1728,3,1,3,4,5,7,9,1,1,0,0,0,0,0,3,3,5,2,0,0,0,0
ASV_1729,3,2,3,0,5,8,3,11,11,0,0,0,0,0,0,0,0,1,0,0,0,0
ASV_1730,2,6,9,1,9,7,4,2,4,0,0,0,0,0,0,0,1,2,0,0,0,0
ASV_1731,0,1,4,6,1,2,1,4,9,0,0,1,0,1,4,0,6,7,0,0,0,0
ASV_1732,0,0,0,1,1,0,0,0,0,0,0,0,0,2,6,15,13,9,0,0,0,0
ASV_1733,0,0,4,4,2,1,5,0,1,0,0,0,0,4,13,0,8,5,0,0,0,0
ASV_1734,0,0,2,3,2,1,0,0,0,0,0,0,0,7,7,4,13,8,0,0,0,0
ASV_1735,0,0,0,0,0,0,0,0,2,0,20,3,8,1,0,0,0,2,0,0,0,0
ASV_1736,0,0,1,3,0,0,0,0,0,0,0,0,0,1,11,13,13,5,0,0,0,0
ASV_1737,0,0,0,0,0,0,0,0,0,1,3,1,4,0,0,0,0,0,0,0,0,4
ASV_1738,0,0,0,0,0,0,0,0,0,4,22,5,3,0,0,0,0,0,0,0,0,0
ASV_1739,0,0,0,0,0,0,0,0,0,4,4,0,2,0,0,0,0,0,0,0,0,32
ASV_1740,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,8,0,0,3
ASV_1741,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0
ASV_1742,0,0,0,0,0,0,0,0,0,7,13,7,6,0,0,0,0,0,0,0,0,0
ASV_1743,0,0,0,0,0,0,0,0,0,11,11,12,9,0,0,0,0,0,0,0,3,0
ASV_1744,0,0,0,0,0,0,0,0,0,0,2,42,1,0,0,0,0,0,0,0,0,0
ASV_1745,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,27,0,0
ASV_1746,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9,26
ASV_1747,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,36
ASV_1748,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6,7,0,6,0,0,0,0
ASV_1749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,4,18
ASV_1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,45
ASV_1751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34
ASV_1752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
