,CE1,CE2,CE3,CE4,CE161,CE162,CE163,CE164,CE165,JWM1,JWM2,JWM3,JWM4,NH1,NH2,NH3,NH4,NH5
ASV_2278,0,4,1,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0
ASV_2279,0,1,1,0,3,0,4,0,0,0,0,0,0,0,0,0,1,2
ASV_2280,0,1,0,0,1,0,1,3,3,0,0,0,0,0,0,1,1,1
ASV_2281,0,1,0,1,1,1,1,0,0,0,0,0,0,0,2,2,3,0
ASV_2282,0,3,3,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0
ASV_2283,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
ASV_2284,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,6
ASV_2285,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,1,0,5
ASV_2286,0,0,2,6,2,0,2,0,0,0,0,0,0,0,0,0,0,0
ASV_2287,0,0,1,5,0,2,4,0,0,0,0,0,0,0,0,0,0,0
ASV_2288,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,5,1,1
ASV_2289,0,0,0,0,0,1,2,1,1,0,0,0,0,1,1,2,1,2
ASV_2290,0,0,0,4,0,3,3,0,0,0,1,0,0,0,0,1,0,0
ASV_2291,0,0,0,1,0,1,1,0,0,0,0,0,0,4,2,2,1,0
ASV_2292,0,0,0,2,0,2,1,0,0,0,0,0,0,0,1,0,5,1
ASV_2293,0,0,0,3,0,2,1,0,0,0,0,0,0,1,0,0,4,1
ASV_2294,0,0,0,0,0,0,0,1,0,5,3,3,0,0,0,0,0,0
ASV_2295,0,0,0,0,0,0,0,4,3,0,0,0,0,2,2,1,0,0
ASV_2296,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0
ASV_2297,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,3,3,1
ASV_2298,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,5,1,1
ASV_2299,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,4,2
ASV_2300,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,4,1,4
ASV_2301,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,2,4
ASV_2302,0,0,0,0,0,0,0,0,0,5,5,0,2,0,0,0,0,0
ASV_2303,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0
ASV_2304,0,0,0,0,0,0,0,0,0,1,10,1,0,0,0,0,0,0
ASV_2305,0,0,0,0,0,0,0,0,0,5,4,1,2,0,0,0,0,0
ASV_2306,0,0,0,0,0,0,0,0,0,5,3,3,1,0,0,0,0,0
ASV_2307,0,0,0,0,0,0,0,0,0,2,9,1,0,0,0,0,0,0
ASV_2308,0,0,0,0,0,0,0,0,0,1,5,6,0,0,0,0,0,0
ASV_2309,0,0,0,0,0,0,0,0,0,1,1,7,3,0,0,0,0,0
ASV_2310,0,0,0,0,0,0,0,0,0,3,8,1,0,0,0,0,0,0
ASV_2311,0,0,0,0,0,0,0,0,0,1,5,4,2,0,0,0,0,0
ASV_2312,0,0,0,0,0,0,0,0,0,3,1,6,2,0,0,0,0,0
ASV_2313,0,0,0,0,0,0,0,0,0,1,3,6,2,0,0,0,0,0
ASV_2314,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0
ASV_2315,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,1,0,2
ASV_2316,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0
ASV_2317,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0
ASV_2318,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0
ASV_2319,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1
ASV_2320,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,2,2
ASV_2321,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1,1
ASV_2322,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,4,1
ASV_2323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,1
ASV_2324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0
ASV_2325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,4
ASV_2326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,1
ASV_2327,1,0,2,0,0,2,3,1,0,0,0,0,0,0,0,0,2,0
ASV_2328,2,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ASV_2329,1,1,1,0,0,2,4,1,0,0,0,0,0,0,0,0,1,0
ASV_2330,1,0,0,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0
ASV_2331,1,2,3,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0
ASV_2332,1,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,2,3
ASV_2333,1,1,1,2,1,1,1,0,0,0,0,0,0,0,2,1,0,0
ASV_2334,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1
ASV_2335,2,1,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0
ASV_2336,1,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,1,2
ASV_2337,1,1,2,1,0,2,1,0,1,0,0,0,0,0,0,0,1,1
ASV_2338,2,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,1,1
ASV_2339,2,0,0,1,0,3,0,0,0,0,0,0,0,2,1,0,1,1
ASV_2340,2,1,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0
ASV_2341,2,0,0,2,0,1,0,0,0,0,0,0,0,1,1,2,0,2
ASV_2342,1,0,2,1,3,0,1,0,0,0,0,0,0,1,0,1,0,1
ASV_2343,1,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,1,0
ASV_2344,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2345,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,0
ASV_2346,0,4,0,2,0,1,3,0,1,0,0,0,0,0,0,0,0,0
ASV_2347,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,3,2,1
ASV_2348,0,1,2,1,3,0,1,2,1,0,0,0,0,0,0,0,0,0
ASV_2349,0,3,2,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0
ASV_2350,0,1,0,0,1,3,4,0,2,0,0,0,0,0,0,0,0,0
ASV_2351,0,3,0,1,0,2,0,0,0,0,0,0,0,0,3,2,0,0
ASV_2352,0,2,1,1,0,4,0,2,0,0,0,0,0,0,0,0,1,0
ASV_2353,0,1,5,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0
ASV_2354,0,7,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0
ASV_2355,0,0,0,0,1,0,0,0,0,2,4,4,0,0,0,0,0,0
ASV_2356,0,0,0,0,1,0,0,6,4,0,0,0,0,0,0,0,0,0
ASV_2357,0,0,0,1,2,0,0,0,0,0,0,0,0,2,2,0,3,1
ASV_2358,0,0,1,0,4,3,1,0,2,0,0,0,0,0,0,0,0,0
ASV_2359,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,3,0,0
ASV_2360,0,0,2,0,0,1,1,1,1,0,0,0,0,0,5,0,0,0
ASV_2361,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,2,4
ASV_2362,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,3,3,0
ASV_2363,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0
ASV_2364,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,1,0
ASV_2365,0,0,0,0,0,0,0,1,5,0,0,0,0,1,4,0,0,0
ASV_2366,0,0,0,0,0,0,0,0,1,0,5,3,0,1,1,0,0,0
ASV_2367,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,6
ASV_2368,0,0,0,0,0,0,0,0,0,4,2,3,2,0,0,0,0,0
ASV_2369,0,0,0,0,0,0,0,0,0,1,4,5,1,0,0,0,0,0
ASV_2370,0,0,0,0,0,0,0,0,0,2,3,6,0,0,0,0,0,0
ASV_2371,0,0,0,0,0,0,0,0,0,2,1,4,3,0,0,0,0,1
ASV_2372,0,0,0,0,0,0,0,0,0,4,2,2,3,0,0,0,0,0
ASV_2373,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,1
ASV_2374,0,0,0,0,0,0,0,0,0,3,4,3,1,0,0,0,0,0
ASV_2375,0,0,0,0,0,0,0,0,0,4,1,4,2,0,0,0,0,0
ASV_2376,0,0,0,0,0,0,0,0,0,6,4,0,0,1,0,0,0,0
ASV_2377,0,0,0,0,0,0,0,0,0,3,2,5,1,0,0,0,0,0
ASV_2378,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0
ASV_2379,0,0,0,0,0,0,0,0,0,0,4,5,2,0,0,0,0,0
ASV_2380,0,0,0,0,0,0,0,0,0,0,8,1,2,0,0,0,0,0
ASV_2381,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0
ASV_2382,0,0,0,0,0,0,0,0,0,0,2,5,4,0,0,0,0,0
ASV_2383,0,0,0,0,0,0,0,0,0,0,1,6,4,0,0,0,0,0
ASV_2384,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,1
ASV_2385,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,2
ASV_2386,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,4
ASV_2387,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,3
ASV_2388,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2,1
ASV_2389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,6
ASV_2390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,1
ASV_2391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2
ASV_2392,2,0,0,4,0,0,2,0,0,0,0,0,0,2,0,0,0,0
ASV_2393,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,3
ASV_2394,1,1,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0
ASV_2395,1,1,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1
ASV_2396,1,0,2,1,0,3,0,0,0,0,0,0,0,1,0,1,0,1
ASV_2397,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,1
ASV_2398,3,1,0,0,1,1,3,0,0,0,0,0,0,1,0,0,0,0
ASV_2399,1,3,0,2,1,0,0,1,0,0,0,0,0,0,0,0,2,0
ASV_2400,1,0,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,3
ASV_2401,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,2
ASV_2402,1,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,1,3
ASV_2403,0,2,0,2,0,0,3,2,1,0,0,0,0,0,0,0,0,0
ASV_2404,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,3
ASV_2405,0,1,3,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1
ASV_2406,0,2,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,2
ASV_2407,0,1,2,0,0,0,0,1,1,0,0,0,0,0,2,0,3,0
ASV_2408,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,2,1,2
ASV_2409,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4,0,2,1
ASV_2410,0,0,2,2,1,2,1,0,1,0,0,0,0,1,0,0,0,0
ASV_2411,0,0,2,3,1,0,0,0,0,0,0,0,0,1,0,2,0,1
ASV_2412,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,5
ASV_2413,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,5,1
ASV_2414,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1,4,0
ASV_2415,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,1,0
ASV_2416,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,2,3
ASV_2417,0,0,0,0,0,0,0,1,0,4,1,2,2,0,0,0,0,0
ASV_2418,0,0,1,1,0,0,0,1,0,0,0,0,0,3,2,0,0,2
ASV_2419,0,0,0,0,0,0,0,1,0,2,2,0,0,2,2,0,0,1
ASV_2420,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
ASV_2421,0,0,2,3,0,0,0,0,1,0,0,1,0,0,1,0,1,1
ASV_2422,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,4
ASV_2423,0,0,0,1,0,0,0,0,0,0,4,1,4,0,0,0,0,0
ASV_2424,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,1,0
ASV_2425,0,0,0,0,0,0,0,0,0,1,5,2,2,0,0,0,0,0
ASV_2426,0,0,0,0,0,0,0,0,0,3,2,4,1,0,0,0,0,0
ASV_2427,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0
ASV_2428,0,0,0,0,0,0,0,0,0,2,3,3,2,0,0,0,0,0
ASV_2429,0,0,0,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0
ASV_2430,0,0,0,0,0,0,0,0,0,4,4,1,1,0,0,0,0,0
ASV_2431,0,0,0,0,0,0,0,0,0,4,4,2,0,0,0,0,0,0
ASV_2432,0,0,0,0,0,0,0,0,0,3,2,3,2,0,0,0,0,0
ASV_2433,0,0,0,0,0,0,0,0,0,4,4,1,1,0,0,0,0,0
ASV_2434,0,0,0,0,0,0,0,0,0,2,3,2,3,0,0,0,0,0
ASV_2435,0,0,0,0,0,0,0,0,0,1,3,3,3,0,0,0,0,0
ASV_2436,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0
ASV_2437,0,0,0,0,0,0,0,0,0,4,2,3,1,0,0,0,0,0
ASV_2438,0,0,0,0,0,0,0,0,0,2,2,5,1,0,0,0,0,0
ASV_2439,0,0,0,0,0,0,0,0,0,2,2,1,5,0,0,0,0,0
ASV_2440,0,0,0,0,0,0,0,0,0,4,1,3,2,0,0,0,0,0
ASV_2441,0,0,0,0,0,0,0,0,0,1,4,0,5,0,0,0,0,0
ASV_2442,0,0,0,0,0,0,0,0,0,1,2,4,3,0,0,0,0,0
ASV_2443,0,0,0,0,0,0,0,0,0,2,1,1,6,0,0,0,0,0
ASV_2444,0,0,0,0,0,0,0,0,0,5,3,0,2,0,0,0,0,0
ASV_2445,0,0,0,0,0,0,0,0,0,0,1,2,7,0,0,0,0,0
ASV_2446,0,0,0,0,0,0,0,0,0,0,3,2,4,1,0,0,0,0
ASV_2447,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0
ASV_2448,0,0,0,0,0,0,0,0,0,0,1,6,3,0,0,0,0,0
ASV_2449,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0
ASV_2450,0,0,0,0,0,0,0,0,0,0,2,5,3,0,0,0,0,0
ASV_2451,0,0,0,0,0,0,0,0,0,0,3,1,6,0,0,0,0,0
ASV_2452,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1
ASV_2453,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,2
ASV_2454,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,4
ASV_2455,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,5
ASV_2456,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,4
ASV_2457,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,1
ASV_2458,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3
ASV_2459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,1
ASV_2460,1,1,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,1
ASV_2461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2
ASV_2462,2,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2463,2,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2464,1,1,3,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
ASV_2465,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV_2466,1,2,0,2,0,1,1,0,0,0,0,0,0,0,0,2,0,0
ASV_2467,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,2
ASV_2468,2,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,1
ASV_2469,2,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ASV_2470,1,0,0,1,0,2,0,1,3,0,0,0,0,0,1,0,0,0
ASV_2471,1,0,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ASV_2472,1,2,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0
ASV_2473,2,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
ASV_2474,1,0,1,0,3,0,1,0,0,0,0,0,0,1,0,2,0,0
ASV_2475,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,2
ASV_2476,0,2,0,0,0,0,0,0,0,1,0,2,4,0,0,0,0,0
ASV_2477,0,2,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,2
ASV_2478,0,3,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0
ASV_2479,0,3,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1
ASV_2480,0,1,0,1,0,1,1,0,1,0,0,0,0,0,2,0,0,2
ASV_2481,0,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3
ASV_2482,0,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2483,0,1,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2484,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,3
ASV_2485,0,1,2,0,1,0,0,0,3,0,0,0,0,2,0,0,0,0
ASV_2486,0,0,1,2,2,0,0,0,0,0,0,0,0,2,0,2,0,0
ASV_2487,0,0,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2488,0,0,1,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0
ASV_2489,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,4
ASV_2490,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,1,1
ASV_2491,0,0,0,1,1,3,0,2,2,0,0,0,0,0,0,0,0,0
ASV_2492,0,0,1,0,0,2,2,3,1,0,0,0,0,0,0,0,0,0
ASV_2493,0,0,2,0,0,1,2,0,0,0,0,0,0,2,0,0,0,2
ASV_2494,0,0,1,0,0,3,0,2,1,0,0,0,0,0,0,0,1,1
ASV_2495,0,0,1,0,0,2,1,1,0,0,0,0,0,1,0,1,0,2
ASV_2496,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,1,1,2
ASV_2497,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,5
ASV_2498,0,0,2,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0
ASV_2499,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2
ASV_2500,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,4,1,0
ASV_2501,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,2,2
ASV_2502,0,0,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1
ASV_2503,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,3,1
ASV_2504,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0
ASV_2505,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,3,1
ASV_2506,0,0,1,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0
ASV_2507,0,0,1,1,0,0,0,0,0,0,1,0,0,2,2,0,0,2
ASV_2508,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7
ASV_2509,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,2,1
ASV_2510,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,6
ASV_2511,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
ASV_2512,0,0,0,0,0,0,0,0,0,1,4,1,3,0,0,0,0,0
ASV_2513,0,0,0,0,0,0,0,0,0,2,2,2,3,0,0,0,0,0
ASV_2514,0,0,0,0,0,0,0,0,0,5,1,3,0,0,0,0,0,0
ASV_2515,0,0,0,0,0,0,0,0,0,1,2,5,1,0,0,0,0,0
ASV_2516,0,0,0,0,0,0,0,0,0,1,3,1,4,0,0,0,0,0
ASV_2517,0,0,0,0,0,0,0,0,0,5,1,2,1,0,0,0,0,0
ASV_2518,0,0,0,0,0,0,0,0,0,3,3,2,1,0,0,0,0,0
ASV_2519,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0
ASV_2520,0,0,0,0,0,0,0,0,0,5,1,2,1,0,0,0,0,0
ASV_2521,0,0,0,0,0,0,0,0,0,1,1,5,1,0,1,0,0,0
ASV_2522,0,0,0,0,0,0,0,0,0,1,2,4,2,0,0,0,0,0
ASV_2523,0,0,0,0,0,0,0,0,0,1,1,3,4,0,0,0,0,0
ASV_2524,0,0,0,0,0,0,0,0,0,1,5,2,1,0,0,0,0,0
ASV_2525,0,0,0,0,0,0,0,0,0,1,4,3,1,0,0,0,0,0
ASV_2526,0,0,0,0,0,0,0,0,0,6,1,0,2,0,0,0,0,0
ASV_2527,0,0,0,0,0,0,0,0,0,4,4,0,1,0,0,0,0,0
ASV_2528,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0
ASV_2529,0,0,0,0,0,0,0,0,0,4,2,2,1,0,0,0,0,0
ASV_2530,0,0,0,0,0,0,0,0,0,2,2,4,1,0,0,0,0,0
ASV_2531,0,0,0,0,0,0,0,0,0,2,2,5,0,0,0,0,0,0
ASV_2532,0,0,0,0,0,0,0,0,0,2,3,2,2,0,0,0,0,0
ASV_2533,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0
ASV_2534,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,1,0
ASV_2535,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0
ASV_2536,0,0,0,0,0,0,0,0,0,0,3,2,4,0,0,0,0,0
ASV_2537,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0
ASV_2538,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,0,0,0
ASV_2539,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0
ASV_2540,0,0,0,0,0,0,0,0,0,0,3,2,4,0,0,0,0,0
ASV_2541,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,0,0
ASV_2542,0,0,0,0,0,0,0,0,0,0,3,5,1,0,0,0,0,0
ASV_2543,0,0,0,0,0,0,0,0,0,0,5,1,3,0,0,0,0,0
ASV_2544,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0
ASV_2545,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0
ASV_2546,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0
ASV_2547,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0
ASV_2548,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,3,0
ASV_2549,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,2
ASV_2550,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,1
ASV_2551,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,0
ASV_2552,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,2
ASV_2553,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1,1
ASV_2554,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,1,1
ASV_2555,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4
ASV_2556,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,3
ASV_2557,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3
ASV_2558,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,1
ASV_2559,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,1
ASV_2560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7
ASV_2561,1,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0
ASV_2562,3,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0
ASV_2563,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,2
ASV_2564,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2
ASV_2565,2,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ASV_2566,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ASV_2567,4,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
ASV_2568,1,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0
ASV_2569,3,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0
ASV_2570,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0
ASV_2571,1,0,2,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0
ASV_2572,2,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
ASV_2573,1,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,1
ASV_2574,0,3,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0
ASV_2575,0,2,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0
ASV_2576,0,1,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0
ASV_2577,0,2,0,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0
ASV_2578,0,3,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0
ASV_2579,0,0,1,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0
ASV_2580,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6,0
ASV_2581,0,0,1,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0
ASV_2582,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,1,1
ASV_2583,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,2,1,0
ASV_2584,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,1,1,0
ASV_2585,0,0,0,1,0,3,0,0,0,0,0,0,0,0,2,0,1,1
ASV_2586,0,0,1,0,0,1,0,1,3,0,0,0,0,0,0,2,0,0
ASV_2587,0,0,2,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0
ASV_2588,0,0,0,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0
ASV_2589,0,0,0,2,0,0,4,0,0,0,0,0,0,0,1,0,1,0
ASV_2590,0,0,0,1,0,0,1,0,0,2,3,0,0,0,1,0,0,0
ASV_2591,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0
ASV_2592,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0
ASV_2593,0,0,0,0,0,0,0,2,0,0,2,0,3,0,0,0,1,0
ASV_2594,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0
ASV_2595,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,2
ASV_2596,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ASV_2597,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4
ASV_2598,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,1,0,0
ASV_2599,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ASV_2600,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,2,0
