,Kingdom,Phylum,Class,Order,Family,Genus,,,,,
ASV_1213,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,,,,,
ASV_1224,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,
ASV_1227,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,,,,,
ASV_1239,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pseudofulvibacter,,,,,
ASV_1243,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,,,,,
ASV_126,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,,,,,
ASV_1265,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,
ASV_1266,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA,,,,,
ASV_13,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,NA,,,,,
ASV_1309,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,,,,,
ASV_1330,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,
ASV_1331,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,
ASV_134,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Arcticiflavibacter,,,,,
ASV_1345,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,,,,,
ASV_1352,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gelidibacter,,,,,
ASV_1355,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,
ASV_1358,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pseudofulvibacter,,,,,
ASV_1365,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,,,,,
ASV_1371,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Actibacter,,,,,
ASV_142,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,,,,,
ASV_1449,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,
ASV_148,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,,,,,
ASV_1498,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,
ASV_151,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,
ASV_155,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,
ASV_1559,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Cryomorpha,,,,,
ASV_1600,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,
ASV_1613,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,
ASV_1618,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,
ASV_1634,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,,,,,
ASV_166,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,NA,,,,,
ASV_167,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,,,,,
ASV_1690,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,,,,,
ASV_1742,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutibacter,,,,,
ASV_1746,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,,,,,
ASV_1761,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,,,,,
ASV_1788,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA,,,,,
ASV_1795,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,NA,,,,,
ASV_1822,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,
ASV_1825,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,
ASV_1840,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,,,,,
ASV_1841,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,,,,,
ASV_185,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Arcticiflavibacter,,,,,
ASV_1863,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Schleiferiaceae,Schleiferia,,,,,
ASV_1884,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,,,,,
ASV_19,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,,,,,
ASV_1911,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,
ASV_1975,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,
ASV_2,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muriicola,,,,,
ASV_2057,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,,,,,
ASV_206,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Actibacter,,,,,
ASV_2060,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,,,,,
ASV_2099,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Cryomorpha,,,,,
ASV_21,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,,,,,
ASV_2120,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA,,,,,
ASV_2156,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,
ASV_2189,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Salinirepens,,,,,
ASV_2194,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA,,,,,
ASV_2236,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,
ASV_2244,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,,,,,
ASV_2259,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,,,,,
ASV_2266,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA,,,,,
ASV_2316,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Antarcticibacterium,,,,,
ASV_2372,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,
ASV_2382,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,
ASV_2396,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Schleiferiaceae,Schleiferia,,,,,
ASV_2407,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aestuariimonas,,,,,
ASV_2411,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,,,,,
ASV_2482,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,NA,,,,,
ASV_2512,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NA,NA,,,,,
ASV_2524,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,
ASV_2567,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,,,,,
ASV_258,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,
ASV_2627,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,,,,,
ASV_266,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,
ASV_2671,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,,,,,
ASV_2680,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pibocella,,,,,
ASV_2684,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,,,,,
ASV_2870,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,,,,,
ASV_290,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Cryomorpha,,,,,
ASV_2904,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,,,,,
ASV_2918,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,NA,,,,,
ASV_292,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Planktosalinus,,,,,
ASV_2976,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,,,,,
ASV_2984,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,,,,,
ASV_3,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,,,,,
ASV_3009,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,,,,,
ASV_3039,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,
ASV_3087,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA,,,,,
ASV_309,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Psychroserpens,,,,,
ASV_315,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,,,,,
ASV_316,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Actibacter,,,,,
ASV_3209,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muriicola,,,,,
ASV_3224,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NA,NA,,,,,
ASV_323,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,
ASV_3239,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,,,,,
ASV_330,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,NA,,,,,
ASV_342,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Antarcticibacterium,,,,,
ASV_368,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,,,,,
ASV_40,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,,,,,
ASV_402,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Arcticiflavibacter,,,,,
ASV_409,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Formosa,,,,,
ASV_42,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,,,,,
ASV_434,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,,,,,
ASV_435,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquibacter,,,,,
ASV_44,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter,,,,,
ASV_440,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,
ASV_444,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,,,,,
ASV_457,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,,,,,
ASV_463,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter,,,,,
ASV_47,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,,,,,
ASV_483,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,,,,,
ASV_488,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,,,,,
ASV_52,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,,,,,
ASV_53,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,NA,,,,,
ASV_534,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Owenweeksia,,,,,
ASV_54,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Actibacter,,,,,
ASV_567,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NA,NA,,,,,
ASV_569,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Subsaxibacter,,,,,
ASV_57,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Eudoraea,,,,,
ASV_574,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,
ASV_6,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,,,,,
ASV_601,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gillisia,,,,,
ASV_613,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,,,,,
ASV_64,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,,,,,
ASV_648,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,,,,,
ASV_65,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,
ASV_650,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gillisia,,,,,
ASV_669,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,NA,,,,,
ASV_67,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquibacter,,,,,
ASV_673,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,,,,,
ASV_684,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,,,,,
ASV_691,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Subsaxibacter,,,,,
ASV_696,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,,,,,
ASV_70,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,
ASV_703,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,,,,,
ASV_721,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,,,,,
ASV_726,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,,,,,
ASV_744,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,
ASV_763,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Antarcticibacterium,,,,,
ASV_786,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Subsaxibacter,,,,,
ASV_792,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,,,,,
ASV_801,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,,,,,
ASV_803,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,
ASV_848,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,,,,,
ASV_863,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,,,,,
ASV_876,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Cryomorpha,,,,,
ASV_898,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,,,,,
ASV_9,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pibocella,,,,,
ASV_903,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,
ASV_929,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maritimimonas,,,,,
ASV_93,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,,,,
ASV_94,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,,,,,
ASV_941,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Subsaxibacter,,,,,
ASV_976,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,,,,,
ASV_98,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,,,,,
ASV_992,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Vicingus,,,,,
ASV_3019,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,NA,,,,,
ASV_3182,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,NA,,,,,
ASV_3192,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,Fangia,,,,,
ASV_1281,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,NA,,,,,
ASV_2040,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,NA,,,,,
ASV_361,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,NA,NA,,,,,
ASV_836,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,NA,NA,,,,,
ASV_2073,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Psychrilyobacter,,,,,
ASV_2319,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,,
ASV_1129,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,,,,,
ASV_1256,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,,,,,
ASV_2054,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,,,,,
ASV_2819,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,,,,,
ASV_2835,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,,,,,
ASV_3054,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,,,,,
ASV_3066,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,NA,NA,,,,,
ASV_773,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,,,,,
ASV_3005,Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,NA,NA,,,,,
ASV_1027,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,,,,,
ASV_1813,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,,,,,
ASV_1818,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Telmatocola,,,,,
ASV_1921,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,,,,,
ASV_2039,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Zavarzinella,,,,,
ASV_2095,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Zavarzinella,,,,,
ASV_2151,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,,,,,
ASV_2305,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,,,,,
ASV_2434,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,,,,,
ASV_2513,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,,,,,
ASV_2515,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,,,,,
ASV_2518,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,,,,,
ASV_2525,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,,,,,
ASV_2616,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,,,,,
ASV_2829,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,,,,,
ASV_2939,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,,,,,
ASV_2940,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,,,,,
ASV_3043,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,,,,,
ASV_3047,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,,,,,
ASV_3151,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Telmatocola,,,,,
ASV_3158,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,,,,,
ASV_3256,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,,,,,
ASV_3276,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,,,,,
ASV_3277,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,,,,,
ASV_1053,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,,,,,
ASV_1258,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,,,,,
ASV_1287,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,,,,,
ASV_1459,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,,,,,
ASV_1577,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,,,,,
ASV_1750,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,,,,,
ASV_1824,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,,,,,
ASV_2294,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,,,,,
ASV_2621,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,,,,,
ASV_2711,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,,,,,
ASV_2735,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,,,,,
ASV_3137,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter,,,,,
ASV_3138,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,,,,,
ASV_1920,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Geobacter,,,,,
ASV_1011,Bacteria,Proteobacteria,Gammaproteobacteria,Granulosicoccales,Granulosicoccaceae,Granulosicoccus,,,,,
ASV_1210,Bacteria,Proteobacteria,Gammaproteobacteria,Granulosicoccales,Granulosicoccaceae,Granulosicoccus,,,,,
ASV_1396,Bacteria,Proteobacteria,Gammaproteobacteria,Granulosicoccales,Granulosicoccaceae,Granulosicoccus,,,,,
ASV_1851,Bacteria,Proteobacteria,Gammaproteobacteria,Granulosicoccales,Granulosicoccaceae,Granulosicoccus,,,,,
ASV_442,Bacteria,Proteobacteria,Gammaproteobacteria,Granulosicoccales,Granulosicoccaceae,Granulosicoccus,,,,,
ASV_723,Bacteria,Proteobacteria,Gammaproteobacteria,Granulosicoccales,Granulosicoccaceae,Granulosicoccus,,,,,
ASV_2742,Bacteria,Patescibacteria,Parcubacteria,GWA2-38-13b,NA,NA,,,,,
ASV_2762,Bacteria,Patescibacteria,Parcubacteria,GWA2-38-13b,NA,NA,,,,,
ASV_2848,Bacteria,Patescibacteria,Parcubacteria,GWA2-38-13b,NA,NA,,,,,
ASV_1222,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,,,,,
ASV_1237,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,,,,,
ASV_1391,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,,,,,
ASV_1543,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,,,,,
ASV_1814,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,,,,,
ASV_1855,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,,,,,
ASV_2028,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,,,,,
ASV_2245,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,,,,,
ASV_2312,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,,,,,
ASV_2618,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,,,,,
ASV_2935,Bacteria,Firmicutes,Bacilli,Haloplasmatales,Haloplasmataceae,Haloplasma,,,,,
ASV_1428,Bacteria,Proteobacteria,Gammaproteobacteria,HOC36,NA,NA,,,,,
ASV_3302,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,NA,,,,,
ASV_1409,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,NA,,,,,
ASV_2839,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,NA,,,,,
ASV_3292,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,Hydrogenedensaceae,NA,,,,,
